Demo_Task,Fiscal_Period,ESG_Record_ID,Linked_GL_Txn_ID,Entity,Cost_Center,Cost_Center_Name,ESG_Category,Account_Code,Account_Name,Supplier,Invoice_Number,PO_Number,Spend_AUD,Sustainability_KPI,KPI_Target,KPI_Actual,KPI_Attainment_Percent,Carbon_tCO2e,Renewable_Source_Percent,Supplier_ESG_Score,Working_Capital_Impact_AUD,Margin_Impact_Points,Misclassification_Flag,Leakage_Flag,Disclosure_Evidence_Status,Audit_Readiness,Recommended_Action,Approval_Required,Source_File_Target
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0175,TXN006383,NZL01,NT,Northern Territory Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Origin Energy,BOB-ESG-0175,PO-ESG-1001,3168.36,audit_evidence_count,615.85,591.06,96.0,351.3,19.3,58,-36527.04,-0.33,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0176,TXN006384,PNG01,ACT,Australian Capital Territory,Renewable sourcing premium,6000,Cost of Goods Sold,Sustainable Packaging Co,BOB-ESG-0176,PO-ESG-3214,54469.05,waste_kg_reduced,557.87,445.43,79.8,516.6,97.4,82,12185.71,-0.3,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0177,TXN006385,AUS01,NT,Northern Territory Operations,Energy usage,5110,Utilities,Carbon Neutral Pty Ltd,BOB-ESG-0177,PO-ESG-8063,48467.81,supplier_score,214.68,186.86,87.0,414.47,91.3,84,1807.31,-0.28,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0178,TXN006386,PNG01,TAS,Tasmania Operations,Sustainable packaging,6010,Direct Materials,Carbon Neutral Pty Ltd,BOB-ESG-0178,PO-ESG-7924,16216.33,supplier_score,201.98,143.26,70.9,428.49,36.7,91,23068.11,-0.02,No,None,Complete,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0179,TXN006387,FJI01,SA,South Australia Operations,Fleet emissions,5400,Travel,Origin Energy,BOB-ESG-0179,PO-ESG-5958,27766.69,tCO2e avoided,889.65,1032.88,116.1,200.72,98.6,70,38732.33,-0.25,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0180,TXN006388,PNG01,R&D,Research & Development,Compliance assurance,5320,Audit Fees,Green Freight,BOB-ESG-0180,PO-ESG-3215,60624.07,supplier_score,954.83,812.35,85.1,363.75,20.9,51,28300.56,-0.36,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0181,TXN006389,NZL01,FIN,Finance & Accounting,Compliance assurance,5320,Audit Fees,Energy Australia,BOB-ESG-0181,PO-ESG-3697,78521.81,waste_kg_reduced,512.07,572.19,111.7,210.37,88.6,71,51498.04,-0.68,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0182,TXN006390,NZL01,ACT,Australian Capital Territory,Fleet emissions,5400,Travel,Sustainable Packaging Co,BOB-ESG-0182,PO-ESG-7179,86341.43,supplier_score,236.16,206.33,87.4,273.56,91.7,68,22327.46,-0.73,No,None,Complete,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0183,TXN006391,PNG01,HR,Human Resources,Renewable sourcing premium,6000,Cost of Goods Sold,Green Freight,BOB-ESG-0183,PO-ESG-6163,94673.66,renewable_kwh,881.49,984.2,111.7,159.93,25.6,87,78544.33,0.17,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0184,TXN006392,NZL01,TAS,Tasmania Operations,Waste reduction,5600,Telecommunications,Green Freight,BOB-ESG-0184,PO-ESG-2752,101497.93,renewable_kwh,877.48,994.96,113.4,93.44,68.7,52,-16879.29,0.27,No,None,Missing,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0185,TXN006393,AUS01,NSW,New South Wales Operations,Energy usage,5110,Utilities,Climate Active Advisor,BOB-ESG-0185,PO-ESG-1725,36217.51,waste_kg_reduced,947.54,958.55,101.2,539.31,91.5,97,36125.86,0.24,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0186,TXN006394,FJI01,TAS,Tasmania Operations,Carbon offsets,5300,Professional Services,Carbon Neutral Pty Ltd,BOB-ESG-0186,PO-ESG-8962,103707.29,supplier_score,389.65,304.27,78.1,480.37,5.2,94,20544.69,0.27,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0187,TXN006395,AUS01,NSW,New South Wales Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Carbon Neutral Pty Ltd,BOB-ESG-0187,PO-ESG-5902,59065.68,tCO2e avoided,156.07,106.35,68.1,165.59,78.4,52,29302.53,-0.7,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0188,TXN006396,AUS01,FIN,Finance & Accounting,Energy usage,5110,Utilities,Origin Energy,BOB-ESG-0188,PO-ESG-5667,96980.72,tCO2e avoided,998.3,712.39,71.4,243.57,42.6,79,-27424.17,0.02,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0189,TXN006397,AUS01,NSW,New South Wales Operations,Supplier ESG premium,6010,Direct Materials,Climate Active Advisor,BOB-ESG-0189,PO-ESG-8601,102723.74,audit_evidence_count,897.02,1002.12,111.7,334.47,49.4,70,58564.82,0.4,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0190,TXN006398,AUS01,FIN,Finance & Accounting,Renewable sourcing premium,6000,Cost of Goods Sold,Bureau Veritas,BOB-ESG-0190,PO-ESG-1317,51094.18,supplier_score,771.92,745.59,96.6,161.71,43.0,45,-13664.32,-0.64,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0191,TXN006399,PNG01,MKT,Marketing & Sales,Carbon offsets,5300,Professional Services,Climate Active Advisor,BOB-ESG-0191,PO-ESG-8114,23758.34,audit_evidence_count,578.88,522.46,90.3,33.44,86.3,99,66128.76,-0.7,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0192,TXN006400,AUS01,TAS,Tasmania Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Green Freight,BOB-ESG-0192,PO-ESG-2774,14670.78,supplier_score,265.19,312.63,117.9,131.56,61.9,92,-21703.2,-0.72,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0193,TXN006401,PNG01,MKT,Marketing & Sales,Sustainable packaging,6010,Direct Materials,Climate Active Advisor,BOB-ESG-0193,PO-ESG-7259,101391.42,supplier_score,842.97,579.2,68.7,197.43,47.6,48,51975.1,-0.55,No,None,Missing,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0194,TXN006402,PNG01,VIC,Victoria Operations,Compliance assurance,5320,Audit Fees,EcoVadis,BOB-ESG-0194,PO-ESG-4917,82671.4,renewable_kwh,685.45,471.12,68.7,524.12,67.6,60,-46899.23,0.22,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0195,TXN006403,NZL01,OPS,Operations & Logistics,Carbon offsets,5300,Professional Services,Green Freight,BOB-ESG-0195,PO-ESG-3774,11291.61,renewable_kwh,344.23,306.4,89.0,61.09,85.3,80,21065.98,-0.62,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0196,TXN006404,AUS01,CORP,Corporate Head Office,Carbon offsets,5300,Professional Services,Green Freight,BOB-ESG-0196,PO-ESG-1159,33847.9,renewable_kwh,855.09,1000.53,117.0,181.12,91.2,95,7320.81,-0.24,No,None,Complete,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0197,TXN006405,AUS01,WA,Western Australia Operations,Fleet emissions,5400,Travel,Climate Active Advisor,BOB-ESG-0197,PO-ESG-3631,76904.41,supplier_score,986.28,757.25,76.8,371.42,63.3,94,16945.09,-0.24,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0198,TXN006406,AUS01,ACT,Australian Capital Territory,Renewable sourcing premium,6000,Cost of Goods Sold,Energy Australia,BOB-ESG-0198,PO-ESG-4681,46720.6,supplier_score,867.56,795.92,91.7,381.77,13.7,77,29317.27,-0.68,No,None,Complete,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0199,TXN006407,PNG01,CORP,Corporate Head Office,Waste reduction,5600,Telecommunications,EcoVadis,BOB-ESG-0199,PO-ESG-9220,42487.71,renewable_kwh,543.93,500.82,92.1,159.59,30.3,97,-36664.28,0.03,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0200,TXN006408,NZL01,OPS,Operations & Logistics,Energy usage,5110,Utilities,EcoVadis,BOB-ESG-0200,PO-ESG-9602,96565.75,renewable_kwh,290.9,352.82,121.3,235.14,8.7,45,71577.43,0.13,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0201,TXN006409,AUS01,R&D,Research & Development,Sustainable packaging,6010,Direct Materials,Origin Energy,BOB-ESG-0201,PO-ESG-7291,21615.98,renewable_kwh,962.11,998.76,103.8,544.7,38.3,78,-44700.58,0.21,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0202,TXN006410,FJI01,MKT,Marketing & Sales,Sustainable packaging,6010,Direct Materials,Origin Energy,BOB-ESG-0202,PO-ESG-8792,4161.51,tCO2e avoided,600.81,658.83,109.7,456.35,62.5,78,-39025.49,0.18,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0203,TXN006411,NZL01,MKT,Marketing & Sales,Waste reduction,5600,Telecommunications,EcoVadis,BOB-ESG-0203,PO-ESG-7490,102697.68,audit_evidence_count,737.47,847.89,115.0,67.47,92.3,61,-47010.96,-0.35,No,None,Missing,Partial,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0204,TXN006412,NZL01,SA,South Australia Operations,Waste reduction,5600,Telecommunications,Green Freight,BOB-ESG-0204,PO-ESG-6371,11136.78,supplier_score,991.92,1053.44,106.2,294.58,21.4,73,46738.18,-0.64,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0205,TXN006413,NZL01,OPS,Operations & Logistics,Supplier ESG premium,6010,Direct Materials,EcoVadis,BOB-ESG-0205,PO-ESG-1838,95678.12,renewable_kwh,444.56,376.72,84.7,350.37,72.0,64,-30189.95,-0.36,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0206,TXN006414,FJI01,HR,Human Resources,Supplier ESG premium,6010,Direct Materials,EcoVadis,BOB-ESG-0206,PO-ESG-6030,58696.46,audit_evidence_count,679.28,589.95,86.8,412.18,66.9,74,-47621.16,-0.13,No,None,Complete,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0207,TXN006415,FJI01,WA,Western Australia Operations,Compliance assurance,5320,Audit Fees,EcoVadis,BOB-ESG-0207,PO-ESG-2842,101456.3,renewable_kwh,834.1,1038.86,124.5,319.25,58.9,74,72989.06,-0.64,No,None,Complete,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0208,TXN006416,NZL01,SA,South Australia Operations,Compliance assurance,5320,Audit Fees,Bureau Veritas,BOB-ESG-0208,PO-ESG-4908,17072.21,tCO2e avoided,587.25,493.37,84.0,247.24,9.3,58,53956.73,-0.63,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0209,TXN006417,NZL01,TAS,Tasmania Operations,Energy usage,5110,Utilities,Climate Active Advisor,BOB-ESG-0209,PO-ESG-4056,56131.78,tCO2e avoided,975.44,706.85,72.5,417.98,11.8,95,-8776.91,-0.13,No,None,Complete,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0210,TXN006418,FJI01,WA,Western Australia Operations,Sustainable packaging,6010,Direct Materials,Bureau Veritas,BOB-ESG-0210,PO-ESG-9927,51027.36,waste_kg_reduced,396.56,344.62,86.9,515.49,80.1,64,640.28,0.19,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0211,TXN006419,NZL01,IT,Information Technology,Renewable sourcing premium,6000,Cost of Goods Sold,EcoVadis,BOB-ESG-0211,PO-ESG-7422,30886.55,supplier_score,117.71,79.16,67.3,450.83,82.8,89,-46359.4,0.11,No,None,Complete,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0212,TXN006420,NZL01,NSW,New South Wales Operations,Sustainable packaging,6010,Direct Materials,Carbon Neutral Pty Ltd,BOB-ESG-0212,PO-ESG-3321,110993.94,supplier_score,382.16,319.81,83.7,332.26,37.0,84,80109.85,-0.61,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0213,TXN006421,PNG01,ACT,Australian Capital Territory,Carbon offsets,5300,Professional Services,Energy Australia,BOB-ESG-0213,PO-ESG-9813,17343.48,audit_evidence_count,556.12,479.69,86.3,467.37,47.2,53,25298.03,-0.43,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0214,TXN006422,AUS01,QLD,Queensland Operations,Energy usage,5110,Utilities,EcoVadis,BOB-ESG-0214,PO-ESG-3456,39002.26,audit_evidence_count,303.01,251.01,82.8,104.73,39.9,65,-3943.69,-0.78,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0215,TXN006423,FJI01,NT,Northern Territory Operations,Sustainable packaging,6010,Direct Materials,Sustainable Packaging Co,BOB-ESG-0215,PO-ESG-2567,58815.07,renewable_kwh,853.99,1050.47,123.0,191.38,83.3,74,-25538.73,-0.5,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0216,TXN006424,NZL01,MKT,Marketing & Sales,Compliance assurance,5320,Audit Fees,EcoVadis,BOB-ESG-0216,PO-ESG-7575,22595.56,audit_evidence_count,141.03,142.36,100.9,122.84,48.6,51,-13386.37,0.29,No,None,Complete,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0217,TXN006425,AUS01,ACT,Australian Capital Territory,Sustainable packaging,6010,Direct Materials,Sustainable Packaging Co,BOB-ESG-0217,PO-ESG-4232,9005.37,supplier_score,669.74,787.98,117.7,214.12,54.8,64,23405.31,-0.17,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0218,TXN006426,NZL01,TAS,Tasmania Operations,Carbon offsets,5300,Professional Services,Bureau Veritas,BOB-ESG-0218,PO-ESG-3839,109517.28,tCO2e avoided,325.52,278.92,85.7,374.64,92.0,70,-20762.54,0.02,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0219,TXN006427,NZL01,IT,Information Technology,Waste reduction,5600,Telecommunications,Green Freight,BOB-ESG-0219,PO-ESG-9390,85744.32,waste_kg_reduced,666.53,541.6,81.3,211.03,55.9,92,-1694.11,-0.33,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0220,TXN006428,FJI01,FIN,Finance & Accounting,Energy usage,5110,Utilities,Energy Australia,BOB-ESG-0220,PO-ESG-4437,19388.98,supplier_score,394.27,484.35,122.8,536.03,97.0,74,29789.8,-0.46,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0221,TXN006429,AUS01,VIC,Victoria Operations,Supplier ESG premium,6010,Direct Materials,Bureau Veritas,BOB-ESG-0221,PO-ESG-8714,86422.38,audit_evidence_count,546.65,632.46,115.7,418.49,7.5,58,-41828.49,-0.12,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0222,TXN006430,PNG01,WA,Western Australia Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Bureau Veritas,BOB-ESG-0222,PO-ESG-2333,105306.26,renewable_kwh,161.99,127.59,78.8,279.9,43.8,83,3849.78,-0.67,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0223,TXN006431,FJI01,OPS,Operations & Logistics,Carbon offsets,5300,Professional Services,Origin Energy,BOB-ESG-0223,PO-ESG-7675,16803.46,supplier_score,684.63,708.69,103.5,532.57,20.8,84,-12931.65,0.31,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0224,TXN006432,AUS01,ACT,Australian Capital Territory,Waste reduction,5600,Telecommunications,Origin Energy,BOB-ESG-0224,PO-ESG-8957,24664.74,audit_evidence_count,562.4,392.97,69.9,207.64,39.3,82,24345.77,-0.59,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0225,TXN006433,NZL01,FIN,Finance & Accounting,Compliance assurance,5320,Audit Fees,Bureau Veritas,BOB-ESG-0225,PO-ESG-4314,85671.05,supplier_score,109.43,81.84,74.8,336.31,1.9,62,31363.42,0.07,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0226,TXN006434,AUS01,NSW,New South Wales Operations,Supplier ESG premium,6010,Direct Materials,EcoVadis,BOB-ESG-0226,PO-ESG-3672,47401.25,audit_evidence_count,737.39,897.99,121.8,311.73,34.2,81,78675.64,-0.21,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0227,TXN006435,FJI01,QLD,Queensland Operations,Fleet emissions,5400,Travel,Bureau Veritas,BOB-ESG-0227,PO-ESG-6163,94564.51,renewable_kwh,426.6,341.03,79.9,547.96,96.6,80,17149.51,0.22,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0228,TXN006436,NZL01,IT,Information Technology,Renewable sourcing premium,6000,Cost of Goods Sold,Origin Energy,BOB-ESG-0228,PO-ESG-2337,113179.03,renewable_kwh,450.78,315.83,70.1,179.96,63.6,65,-8828.75,-0.48,No,None,Missing,Partial,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0229,TXN006437,PNG01,QLD,Queensland Operations,Compliance assurance,5320,Audit Fees,EcoVadis,BOB-ESG-0229,PO-ESG-1006,44290.87,waste_kg_reduced,539.0,508.92,94.4,313.69,47.1,81,53095.1,-0.47,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0230,TXN006438,PNG01,NSW,New South Wales Operations,Supplier ESG premium,6010,Direct Materials,EcoVadis,BOB-ESG-0230,PO-ESG-7339,36516.93,audit_evidence_count,133.91,135.94,101.5,452.36,77.2,73,-23968.43,0.18,No,None,Complete,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
